,x,y,distance,text1,text2
491,5,12,363,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,more and more i find myself reliant on the reviews written by savvy shoppers before me and for the most past they are right on in their estimation of the product in the case of this dressif it had not been for the reveiwsi doubt i would have even tried this the dress is beautifully made lined and reminiscent of the old retailer quality it is lined in the solid periwinklecolored fabric that matches the outer fabric print tts and very formfitting falls just above the knee and does not rid
492,5,13,347,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"bought the black xs to go under the larkspur midi dress because they didn't bother lining the skirt portion (grrrrrrrrrrr)
my stats are 34a28/2936 and the xs fit very smoothly around the chest and was flowy around my lower half so i would say it's running big
the straps are very pretty and it could easily be nightwear too
i'm 5'6"" and it came to just below my knees"
493,5,14,369,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is a nice choice for holiday gatherings i like that the length grazes the knee so it is conservative enough for office related gatherings the size small fit me well  i am usually a size 2/4 with a small bust in my opinion it runs small and those with larger busts will definitely have to size up (but then perhaps the waist will be too big) the problem with this dress is the quality the fabrics are terrible the delicate netting type fabric on the top layer of skirt got stuck in the zip
494,5,15,353,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i took these out of the package and wanted them to fit so badly but i could tell before i put them on that they wouldn't these are for an hourglass figure i am more straight up and down the waist was way too small for my body shape and even if i sized up i could tell they would still be tight in the waist and too roomy in the hips  for me that said they are really nice sturdy linenlike fabric pretty color well made i hope they make someone very happy
495,5,16,332,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,material and color is nice  the leg opening is very large  i am 5'1 (100#) and the length hits me right above my ankle  with a leg opening the size of my waist and hem line above my ankle and front pleats to make me fluffy i think you can imagine that it is not a flattering look  if you are at least average height or taller this may look good on you
496,5,17,340,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,took a chance on this blouse and so glad i did i wasn't crazy about how the blouse is photographed on the model i paired it whit white pants and it worked perfectly crisp and clean is how i would describe it launders well fits great drape is perfect wear tucked in or out  can't go wrong
497,5,18,380,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,a flattering super cozy coat  will work well for cold dry days and will look good with jeans or a dressier outfit  i am 5' 5'' about 135 and the small fits great
498,5,19,343,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i love the look and feel of this tulle dress i was looking for something different but not over the top for new year's eve i'm small chested and the top of this dress is form fitting for a flattering look once i steamed the tulle it was perfect i ordered an xsp length was perfect too
499,5,20,344,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"if this product was in petite i would get the petite the regular is a little long on me but a tailor can do a simple fix on that 

fits nicely i'm 5'4 130lb and pregnant so i bough t medium to grow into 

the tie can be front or back so provides for some nice flexibility on form fitting"
500,5,21,358,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i'm upset because for the price of the dress i thought it was embroidered no that is a print on the fabric i think i cried a little when i opened the box it is still ver pretty i would say it is true to size it is a tad bit big on me but i am very tiny but i can still get away with it the color is vibrant the style is unique skirt portion is pretty poofy i keep going back and forth on it mainly because of the price although the quality is definitely there except i wish it were emb
501,5,22,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"first of all this is not pullover styling there is a side zipper i wouldn't have purchased it if i knew there was a side zipper because i have a large bust and side zippers are next to impossible for me

second of all the tulle feels and looks cheap and the slip has an awkward tight shape underneath

not at all what is looks like or is described as sadly will be returning but i'm sure i will find something to exchange it for"
502,5,23,358,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,cute little dress fits tts it is a little high waisted good length for my 5'9 height i like the dress i'm just not in love with it i dont think it looks or feels cheap it appears just as pictured
503,5,24,345,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i love this shirt because when i first saw it i wasn't sure if it was a shirt or dress since it is seethrough if you wear it like a dress you will need a slip or wear it with leggings i bought a slip wore the tie in the back and rocked it with white wedges you could also wear it as a vest be careful with the buttons i haven't had any fall off yet but i feel like they will overall it's great for any occasion and it's fun to wear
504,5,25,333,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"loved the material but i didnt really look at how long the dress was before i purchased both a large and a medium im 5'5"" and there was atleast 5"" of material at my feet the gaps in the front are much wider than they look felt like the dress just fell flat both were returned im usually a large and the med fit better 36d 30 in jeans"
505,5,26,363,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i have been waiting for this sweater coat to ship for weeks and i was so excited for it to arrive this coat is not true to size and made me look short and squat the sleeves are very wide (although long) as a light weight fall coat the sleeves don't need to be as wide because you wouldn't be layerng too much underneath the buttons need to be moved at least three inches in for a nicer fit i thought about redoing the buttons myself but the sleeves looked even more out of proportion with a tigh
506,5,27,343,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,the colors weren't what i expected either the dark blue is much more vibrant and i just couldn't find anything to really go with it fabric is thick and good quality has nice weight and movement to it the skirt just wasn't for me in the end
507,5,28,366,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i have several of goodhyouman shirts and i get so many compliments on them especially the one that says forehead kisses are underrated don't hesitate buy this shirt you won't be sorry
508,5,29,348,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this sweater is so comfy and classic  it balances a quirky handknit look with a beautiful color and practical fit it is a bit cropped and boxy as part of the style and as others mentioned there are gaps in the knit that make it seethrough in my opinion this makes it perfect for layering i like having a longer camisole showing underneath or wearing it over a little dress it's warm but still thin enough to fit under a jacket or coat
509,5,30,409,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,beautifully made pants and on trend with the flared crop so much cuter in person love these
510,5,31,340,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i never would have given these pants a second look online in person they are much cuter the stripes are brighter and the fit more flattering the crop has a cute flare which is right on trend this brand has always run small for me i am 5'8 about 140lbs and carry some chubbiness in the belly i paired it with a collarless loose navy blazer
511,5,32,403,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,these pants are even better in person the only downside is that they need to be dry cleaned
512,5,33,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i ordered this 3 months ago and it finally came off back order a huge disappointment the fit wasn&#39;t so much the issue for me the quality of the wool is subpar someone else mentioned a &quot;felted wool&quot;i guess is that what you call it?  it does literally feel like felt super thin itchy doesn&#39;t drape very well and feels cheap (made in china) i got it on sale but still not worth what i paid definitely going back
513,5,34,345,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is such a neat dress the color is great and the fabric is super soft i am tall so the long length was an added bonus it definitely needs something underneath since the front gaps i am going to pair it with a funky tank top necklaces and boots super cute
514,5,35,411,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,wouldn't have given them a second look but tried them on in store of a whim love love
515,5,36,379,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is a comfortable skirt that can span seasons easily while not the most exciting design it is a good work skirt that can be paired with many tops
516,5,37,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"just ordered this in a small for me (5'6"" 135 size 4) and medium for my mom (5'3"" 130 size 8) and it is gorgeous  beautifully draped all the weight/warmth i'll need for houston fall and winter looks polished snapped or unsnapped ageappropriate for both my mom (60's) and myself (30's) will look amazing with skinny jeans or leggings we ordered the gray which is true to the photos"
517,5,38,411,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,super cute and comfy pull over sizing is accurate material has a little bit of stretch
518,5,39,391,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,great casual top with flare looks cute with grey pilcro stet jeans flattering with peplum in back nice cut for shoulders and neckline
519,5,40,381,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,pretty and unique great with jeans or i have worn it to work with slacks and heels the colors print and embroidery are lovely reasonably priced
520,5,41,357,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is a beautiful top it's unique and not so ordinary i bought my usual medium and i found that it fits tight across my chest although i had a baby this year and i am nursing so that could be why if i bought again i would size up
521,5,42,351,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this poncho is so cute i love the plaid check design the colors look like sorbet & cream and it will pair well with a turtleneck and jeans or pencil skirt and heels i love this look for fall and it can roll right into spring great buy
522,5,43,370,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"first this is thermal so naturally i didn't expect super sheer but it is really sheer light fabric i like it but be prepared for considering who you might run into if you walk around the house in it second it is large i ordered the size 0 and it's a nice oversized fit for my 5'3"" 125 pounds i wouldn't want to go larger along with being sheer the fabric is easily stretched which i don't mind in this case finally the color it looks white on my monitor and shows a colorful blue dot"
523,5,44,337,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"tried this on today at my local retailer and had to have it it is so comfortable and flattering it's too bad the picture online has the model tucking it into the skirt because you can't see the ruching across the front a little dressier alternative to a plain tee and reasonably priced for retailer 5'8"""" and i generally wear a 6 the small fit well will probably be back for the black"
524,5,45,352,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i bought this item from online the fit on the model looked a little loose but when i got mine it seemed a bit tight so i took it back to the store & ordered a larger size for the sale price this is a great top
525,5,46,358,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i love this top i wear it all the time  the problem is that you can tell i wear it all the time as the fabric has started to fade  i'd still recommend it as it is so comfortable
526,5,47,425,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,very comfortable material is good cut out on sleeves flattering
527,5,48,412,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this sweater is perfect for fallit's roomy warm super comfy and the color really pops
528,5,49,351,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,really cute top the embroidery on the collar & bib of this top is beautiful and unique received lots of compliments & questions about where i got it i'm rather busty up top and the medium fit well a small probably would've fit better but it's still super adorable
529,5,50,330,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is a cute top that can transition easily from summer to fall it fits well nice print and it's comfortable i tried this on in the store but did not purchase it because the color washed me out this is not the best color for a blonde would look much better on a brunette if this was in a different color i most likely would have purchased it
530,5,51,369,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,"i absolutely love this bib tee it's probably my favorite retailer purchase of all time i'm 5'7"" 140 pounds and the small was a perfect fit for me i typically wear either a s or m tops"
531,5,52,433,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,love the color and style but material snags easily
532,5,53,370,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,very soft and comfortable the shirt has an unusual asymmetrical seam that appears along the front righthand side of the garment (the model is positioned so that you can't see this detail from the picture i attached a picture that includes the front seam) i actually like the seam  it creates more visual interest and adds a little bit of ruching that helps hide my belly the cowl neck is very well done  there are two layers that form the cowl and i've found that it means wardrobe malfun
533,5,54,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,nice top armholes are a bit oversized but as an older woman i'm picky about that the print is pretty and unusual it just didn't look great on me there's a slight peplum in the back that hangs nicely it's a lightweight tee fabric that's opaque i tried it on with a black bra which was barely visible great for warmer climates but there are so many gorgeous tops out now that i decided to return since summer is winding down i do recommend
534,5,55,360,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this is an adorable top that i find to be extremely comfortable i don't usually buy prints but this one is so feminine and looks great with dark wash jeans i am a 36d and the medium was a perfect fit
535,5,56,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i am pregnant and i thought this would be a great sleep bra it's soft and fits okay but it has zero support or shape i would only buy if you are a b cup or smaller and can get away without support if i would have seen this is the store i would have passed over it however i was too lazy to return so i am wearing it it's comfortable so that's a redeeming quality i would not recommend for larger chested ladies though
536,5,57,384,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this tank fit well and i loved the ruffle in the back and how it layed but the front was not a good look and i will be retuning it
537,5,58,359,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i got this in the petite length size o and it fit just right i like that i didn't have to have it altered in the length; can wear with flats with plenty of clearance to the floor from the bottom hem my only beef with the design is the height of the waist i personally think that the elastic waistband looks cheap and really needs to be concealed with a belt yet because it sits so high literally right under the bustline it's a tricky one to pull off i have a wide belt that sort of does th
538,5,59,341,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i've been looking for bralettes that provide some support but not binding/tight for night time and casual wear this is a light weight bra could be a little more supportive pretty color with nice lines only downside is the retailer tag on the back  itchy (i need to remove it)
539,5,60,345,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,this dress is simply beautiful and stunning it is so figure flattering and i can't wait to wear it size small worked for me and since i'm tall it fell right to my ankle which is perfect for me i could not be happier with the purchase and the keyhole in the back is a beautiful detail
540,5,61,367,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,3 tags sewn in 2 small (about 1'' long) and 1 huge (about 2'' x 3'') very itchy so i cut them out then the thread left behind was plasticy and even more itchy how can you make an intimates item with such itchy tags? not comfortable at all also  i love bralettes and wear them all the time including to work i am a b cup however this one is so thin and flimsy that it gives no support even to a b cup  so for me this would only be a lounging bralette  if it wasn't so itchy
541,5,62,361,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i recently got this on sale after looking at it forever on my wish list i'm so happy with it its very comfortable and just long enough for my torso (5'3) the pattern on the front is very flattering
542,5,63,381,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,very comfortable shirt light weight top with lovely floral colors great for spring/summer with white jeans love everything one september makes
543,5,64,430,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,loved this top and was really happy to find it on sale
544,5,65,350,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,beautiful top but delicate i wore it to school and the straps on my backpack caused some pilling other than that it is beautiful and vibrant just make sure you aren't doing/wearing anything that will rub it continuously since the fabric is delicate
545,5,66,369,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,just received this in the mail tried it on and am smitten i'm usually a l but sometimes i'm a xl (if no stretch) in retailer tops i bought this one in l and i'm sure glad i did very flowy stretchy and comfortable i also bought the meda lace top from one september and they are very similar expect this is more of a tshirt and the other is more of a blouse i almost think i could've gotten a m in this because there is a lot of extra fabric at the chest which is usually never the issue for me
546,5,67,347,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,love this top i kept eyeing it online and wavering on size since my postbaby body is a little wonky i went with the xsp and miraculously it works perfectly so i would say it does run just a little large i love the length and usually do not go with petite sizes at retailer because i like the longer lengths of the regular but this is perfect on me and there is give up top so it looks lovely and it is very soft and comfortable this will be a goto top this season
547,5,68,331,i love tracy reese dresses but this one is not for the very petite i am just under 5 feet tall and usually wear a 0p in this brand this dress was very pretty out of the package but its a lot of dress the skirt is long and very full so it overwhelmed my small frame not a stranger to alterations shortening and narrowing the skirt would take away from the embellishment of the garment i love the color and the idea of the style but it just did not work on me i returned this dress,i really loved this top online and wanted to love it in person it is soft and the patter is okay in person the neckline is higher than i am used to also there are two buttons in the back that must be unbuttoned in order to wear the top it is difficult to button them behind your neck with the top on unfortunately i had to return this item
